date,interpolated,ppl_vacc_rate,ppl_fully_vacc_rate,ppl_vacc_3_rate,ppl_vacc_4_rate
2023-01-01,1,0.9255,0.8747,0.7363,0.1106
2023-01-02,1,0.9256,0.8748,0.7363,0.1107
2023-01-03,0,0.9256,0.8749,0.7364,0.1107
2023-01-04,0,0.9257,0.875,0.7365,0.1108
2023-01-05,0,0.9257,0.8751,0.7366,0.1109
2023-01-06,0,0.9258,0.8753,0.7367,0.111
2023-01-07,0,0.9258,0.8755,0.7367,0.1111
2023-01-08,1,0.9259,0.8755,0.7368,0.1111
2023-01-09,0,0.9259,0.8755,0.7368,0.1112
2023-01-10,0,0.9259,0.8757,0.7369,0.1112
2023-01-11,0,0.926,0.8758,0.7369,0.1113
2023-01-12,0,0.9261,0.876,0.737,0.1114
2023-01-13,0,0.9262,0.8763,0.7372,0.1117
2023-01-14,1,0.9262,0.8764,0.7372,0.1118
2023-01-15,1,0.9262,0.8764,0.7372,0.1118
2023-01-16,0,0.9262,0.8765,0.7373,0.1119
2023-01-17,0,0.9263,0.8766,0.7373,0.112
2023-01-18,0,0.9264,0.8768,0.7374,0.112
2023-01-19,,,,,
2023-01-20,,,,,
2023-01-21,,,,,
2023-01-22,,,,,
2023-01-23,,,,,
2023-01-24,,,,,
2023-01-25,,,,,
