date,arr_incidence,local_incidence
2022-03-15,0.0358,0.0001
2022-03-16,0.0384,0.0001
2022-03-17,0.0403,0.0001
2022-03-18,0.0398,0.0001
2022-03-19,0.0445,0.0001
2022-03-20,0.0474,0.0001
2022-03-21,0.0481,0.0001
2022-03-22,0.0517,0.0002
2022-03-23,0.0537,0.0002
2022-03-24,0.0574,0.0003
2022-03-25,0.0634,0.0004
2022-03-26,0.0601,0.0004
2022-03-27,0.0625,0.0009
2022-03-28,0.0634,0.0011
2022-03-29,0.0621,0.0012
2022-03-30,0.0633,0.0016
2022-03-31,0.0624,0.002
2022-04-01,0.0598,0.0025
2022-04-02,0.0705,0.0034
2022-04-03,0.0686,0.004
2022-04-04,0.0737,0.0046
2022-04-05,0.0727,0.0057
2022-04-06,0.0687,0.007
2022-04-07,0.0685,0.0088
2022-04-08,0.0681,0.0105
2022-04-09,0.0616,0.0122
2022-04-10,0.0618,0.0138
2022-04-11,0.0624,0.0156
2022-04-12,0.0653,0.0176
2022-04-13,0.0736,0.0204
2022-04-14,0.072,0.0234
2022-04-15,0.0677,0.0284
2022-04-16,0.0668,0.033
2022-04-17,0.0663,0.0377
2022-04-18,0.0587,0.0434
2022-04-19,0.0574,0.05
2022-04-20,0.0493,0.0599
2022-04-21,0.0464,0.0725
2022-04-22,0.05,0.0879
2022-04-23,0.0476,0.1056
2022-04-24,0.0464,0.1291
2022-04-25,0.049,0.1516
2022-04-26,0.0454,0.1797
2022-04-27,0.047,0.2187
2022-04-28,0.0522,0.2695
2022-04-29,0.0665,0.3193
2022-04-30,0.0661,0.3853
2022-05-01,,0.4569
2022-05-02,,0.5338
2022-05-03,,0.6357
2022-05-04,,0.7543
2022-05-05,,0.8668
2022-05-06,,1.0131
2022-05-07,,1.2023
2022-05-08,,1.3556
2022-05-09,,1.4912
2022-05-10,,1.6588
2022-05-11,,1.8326
2022-05-12,,2.0472
2022-05-13,,2.2218
2022-05-14,,2.3285
2022-05-15,,2.4887
2022-05-16,,2.6187
2022-05-17,,2.7095
2022-05-18,,2.8787
2022-05-19,,3.0242
2022-05-20,,3.1497
2022-05-21,,3.2749
2022-05-22,,3.3401
2022-05-23,,3.3678
2022-05-24,,3.468
2022-05-25,,3.4939
2022-05-26,,3.4483
2022-05-27,,3.5031
2022-05-28,,3.4791
2022-05-29,,3.4614
2022-05-30,,3.4238
2022-05-31,,3.4133
2022-06-01,,3.4065
2022-06-02,,3.3767
2022-06-03,,3.2659
2022-06-04,,3.1903
2022-06-05,,3.1027
2022-06-06,,3.06
2022-06-07,,3.0743
2022-06-08,,3.0249
2022-06-09,,3.0
2022-06-10,,2.9503
2022-06-11,,3.0197
2022-06-12,,2.9501
