date,inst_CFR,cumul_CFR
2021-01-01,0.0,0.008728
2021-01-02,0.0,0.008663
2021-01-03,0.0,0.008621
2021-01-04,0.0,0.008589
2021-01-05,0.0,0.008568
2021-01-06,0.0,0.008547
2021-01-07,0.0,0.008516
2021-01-08,0.0,0.008485
2021-01-09,0.0,0.008454
2021-01-10,0.0,0.008454
2021-01-11,0.0,0.008393
2021-01-12,0.0,0.008353
2021-01-13,0.0,0.008314
2021-01-14,0.0,0.008314
2021-01-15,0.0,0.008304
2021-01-16,0.0,0.008226
2021-01-17,0.0,0.008187
2021-01-18,0.0,0.008121
2021-01-19,0.0,0.008065
2021-01-20,0.0,0.008046
2021-01-21,0.0,0.008018
2021-01-22,0.0,0.007946
2021-01-23,0.0,0.007919
2021-01-24,0.0,0.007874
2021-01-25,0.0,0.007874
2021-01-26,0.0,0.007865
2021-01-27,0.0,0.007839
2021-01-28,0.0,0.007821
2021-01-29,0.05,0.008899
2021-01-30,0.055556,0.008801
2021-01-31,0.043478,0.008782
2021-02-01,0.037037,0.008772
2021-02-02,0.035714,0.008743
2021-02-03,0.066667,0.009815
2021-02-04,0.071429,0.009793
2021-02-05,0.032258,0.009751
2021-02-06,0.026316,0.00974
2021-02-07,0.030303,0.009709
2021-02-08,0.029412,0.009698
2021-02-09,0.037037,0.009646
2021-02-10,0.0,0.009626
2021-02-11,0.0,0.009615
2021-02-12,0.0,0.009605
2021-02-13,0.0,0.009605
2021-02-14,0.0,0.009605
2021-02-15,0.0,0.009605
2021-02-16,0.0,0.009605
2021-02-17,0.0,0.009595
2021-02-18,0.0,0.009574
2021-02-19,0.0,0.009564
2021-02-20,0.0,0.009554
2021-02-21,0.0,0.009554
2021-02-22,0.0,0.009554
2021-02-23,0.0,0.009554
2021-02-24,0.0,0.009514
2021-02-25,0.0,0.009464
2021-02-26,0.0,0.009464
2021-02-27,0.0,0.009434
2021-02-28,0.0,0.009424
2021-03-01,0.0,0.009424
2021-03-02,0.0,0.009424
2021-03-03,0.0,0.009395
2021-03-04,0.0,0.009375
2021-03-05,0.25,0.010417
2021-03-06,0.25,0.010341
2021-03-07,0.2,0.01032
2021-03-08,0.2,0.010246
2021-03-09,0.2,0.010235
2021-03-10,0.2,0.010225
2021-03-11,0.125,0.010225
2021-03-12,0.0,0.010163
2021-03-13,0.0,0.010163
2021-03-14,0.0,0.010152
2021-03-15,0.0,0.010101
2021-03-16,0.0,0.010101
2021-03-17,0.0,0.010101
2021-03-18,0.0,0.01002
2021-03-19,0.0,0.00996
2021-03-20,0.0,0.00995
2021-03-21,0.0,0.00994
2021-03-22,0.0,0.00994
2021-03-23,0.0,0.00993
2021-03-24,0.0,0.009911
2021-03-25,0.0,0.009881
2021-03-26,0.0,0.009872
2021-03-27,0.0,0.009804
2021-03-28,0.0,0.009785
2021-03-29,0.0,0.009775
2021-03-30,0.0,0.009766
2021-03-31,0.0,0.009709
2021-04-01,0.0,0.009653
2021-04-02,0.0,0.009625
2021-04-03,0.0,0.009569
2021-04-04,0.0,0.009551
2021-04-05,0.0,0.009542
2021-04-06,0.0,0.009524
2021-04-07,0.0,0.009524
2021-04-08,0.0,0.009524
2021-04-09,0.071429,0.010436
2021-04-10,0.111111,0.010417
2021-04-11,0.066667,0.010407
2021-04-12,0.0625,0.010397
2021-04-13,0.058824,0.010358
2021-04-14,0.058824,0.010309
2021-04-15,0.047619,0.0103
2021-04-16,0.0,0.01028
2021-04-17,0.0,0.010261
2021-04-18,0.0,0.010252
2021-04-19,0.0,0.010223
2021-04-20,0.0,0.010204
2021-04-21,0.038462,0.011091
2021-04-22,0.05,0.01105
2021-04-23,0.071429,0.011009
2021-04-24,0.066667,0.010939
2021-04-25,0.090909,0.010909
2021-04-26,0.1,0.01087
2021-04-27,0.1,0.010811
2021-04-28,0.0,0.010753
2021-04-29,0.0,0.010705
2021-04-30,0.0,0.010638
2021-05-01,0.0,0.010601
2021-05-02,0.0,0.010554
2021-05-03,0.0,0.01048
2021-05-04,0.0,0.010408
2021-05-05,0.0,0.010345
2021-05-06,0.0,0.01023
2021-05-07,0.0,0.010187
2021-05-08,0.0,0.010144
2021-05-09,0.0,0.010135
2021-05-10,0.0,0.010008
2021-05-11,0.0,0.009917
2021-05-12,0.0,0.009748
2021-05-13,0.0,0.009554
2021-05-14,0.0,0.009302
2021-05-15,0.0,0.008136
2021-05-16,0.0,0.006985
2021-05-17,0.081081,0.007059
2021-05-18,0.073171,0.006115
2021-05-19,0.116279,0.006033
2021-05-20,0.25,0.007221
2021-05-21,0.365385,0.008767
2021-05-22,0.52,0.00985
2021-05-23,0.705882,0.011134
2021-05-24,1.021277,0.012844
2021-05-25,1.148148,0.014134
2021-05-26,1.333333,0.015291
2021-05-27,1.28169,0.016886
2021-05-28,1.240964,0.018344
2021-05-29,1.044643,0.019885
2021-05-30,0.438356,0.021595
2021-05-31,0.286517,0.025412
2021-06-01,0.173866,0.026951
2021-06-02,0.139179,0.028367
2021-06-03,0.110271,0.029028
2021-06-04,0.095386,0.030533
2021-06-05,0.080142,0.03068
2021-06-06,0.078053,0.032206
2021-06-07,0.069418,0.034603
2021-06-08,0.063669,0.035583
2021-06-09,0.058097,0.036863
2021-06-10,0.050551,0.03721
2021-06-11,0.042064,0.037479
2021-06-12,0.040594,0.038314
2021-06-13,0.037084,0.039343
2021-06-14,0.034644,0.040394
2021-06-15,0.036439,0.041267
2021-06-16,0.035471,0.041791
2021-06-17,0.035508,0.042063
2021-06-18,0.036505,0.042511
2021-06-19,0.035691,0.043128
2021-06-20,0.03233,0.043506
2021-06-21,0.029126,0.043988
2021-06-22,0.026834,0.04417
2021-06-23,0.02613,0.044479
2021-06-24,0.027354,0.044563
2021-06-25,0.027617,0.044744
2021-06-26,0.028958,0.045323
2021-06-27,0.030803,0.045458
2021-06-28,0.033493,0.045956
2021-06-29,0.035109,0.04633
2021-06-30,0.035077,0.04656
2021-07-01,0.038934,0.04701
2021-07-02,0.043668,0.047431
2021-07-03,0.042386,0.047578
2021-07-04,0.046007,0.047787
2021-07-05,0.047882,0.048286
2021-07-06,0.053279,0.048724
2021-07-07,0.057671,0.049058
2021-07-08,0.058548,0.049386
2021-07-09,0.054388,0.04947
2021-07-10,0.062947,0.049757
2021-07-11,0.067588,0.049984
2021-07-12,0.068146,0.050429
2021-07-13,0.060065,0.050464
2021-07-14,0.052365,0.05044
2021-07-15,0.055147,0.050707
2021-07-16,0.06681,0.050862
2021-07-17,0.060538,0.050952
2021-07-18,0.053812,0.051022
2021-07-19,0.04798,0.051147
2021-07-20,0.057065,0.051327
2021-07-21,0.06414,0.051373
2021-07-22,0.058104,0.051396
2021-07-23,0.050336,0.051317
2021-07-24,0.058182,0.051427
2021-07-25,0.078947,0.051641
2021-07-26,0.072727,0.051669
2021-07-27,0.061033,0.051677
2021-07-28,0.056338,0.051674
2021-07-29,0.06,0.051743
2021-07-30,0.081218,0.051916
2021-07-31,0.082474,0.052067
2021-08-01,0.075145,0.052085
2021-08-02,0.08125,0.052102
2021-08-03,0.076433,0.052039
2021-08-04,0.092105,0.05216
2021-08-05,0.08,0.052124
2021-08-06,0.054878,0.052147
2021-08-07,0.044872,0.052178
2021-08-08,0.04142,0.052218
2021-08-09,0.036585,0.052192
2021-08-10,0.038961,0.052165
2021-08-11,0.020408,0.052112
2021-08-12,0.021127,0.052093
2021-08-13,0.023438,0.052096
2021-08-14,0.031008,0.0522
2021-08-15,0.034483,0.052233
2021-08-16,0.034188,0.0522
2021-08-17,0.041667,0.052204
2021-08-18,0.057377,0.052294
2021-08-19,0.056911,0.052274
2021-08-20,0.068966,0.05237
2021-08-21,0.058252,0.052337
2021-08-22,0.059406,0.052367
2021-08-23,0.06383,0.052347
2021-08-24,0.056818,0.052328
2021-08-25,0.038961,0.052324
2021-08-26,0.041667,0.052298
2021-08-27,0.029851,0.052338
2021-08-28,0.027397,0.052318
2021-08-29,0.014286,0.052243
2021-08-30,0.041667,0.052342
2021-08-31,0.040541,0.052329
2021-09-01,0.035714,0.052309
2021-09-02,0.037975,0.052293
2021-09-03,0.025316,0.052273
2021-09-04,0.028571,0.05227
2021-09-05,0.041096,0.052313
2021-09-06,0.013514,0.052261
2021-09-07,0.028571,0.052284
2021-09-08,0.034483,0.052255
2021-09-09,0.041667,0.052235
2021-09-10,0.06,0.052275
2021-09-11,0.0625,0.052258
2021-09-12,0.045455,0.052213
2021-09-13,0.035088,0.052197
2021-09-14,0.016949,0.05218
2021-09-15,0.017544,0.052164
2021-09-16,0.016129,0.052125
2021-09-17,0.0,0.052099
2021-09-18,0.0,0.05208
2021-09-19,0.0,0.052041
2021-09-20,0.027778,0.052084
2021-09-21,0.022727,0.052068
2021-09-22,0.019231,0.052045
2021-09-23,0.018182,0.052016
2021-09-24,0.017857,0.051991
2021-09-25,0.035088,0.052036
2021-09-26,0.032787,0.052011
2021-09-27,0.014493,0.051982
2021-09-28,0.034483,0.052021
2021-09-29,0.058824,0.052047
2021-09-30,0.06383,0.052025
2021-10-01,0.056604,0.05199
2021-10-02,0.055556,0.052019
2021-10-03,0.054545,0.052
2021-10-04,0.075472,0.052046
2021-10-05,0.055556,0.052023
2021-10-06,0.037037,0.052007
2021-10-07,0.035714,0.051994
2021-10-08,0.037736,0.051956
2021-10-09,0.018868,0.051943
2021-10-10,0.019231,0.051921
2021-10-11,0.0,0.051886
2021-10-12,0.0,0.051873
2021-10-13,0.0,0.05186
2021-10-14,0.0,0.051835
2021-10-15,0.0,0.051822
2021-10-16,0.0,0.051787
2021-10-17,0.0,0.051784
2021-10-18,0.0,0.051784
2021-10-19,0.0,0.051765
2021-10-20,0.0,0.051753
2021-10-21,0.0,0.051746
2021-10-22,0.020833,0.051782
2021-10-23,0.020408,0.05176
2021-10-24,0.023256,0.051747
2021-10-25,0.022727,0.051722
2021-10-26,0.02,0.051709
2021-10-27,0.021277,0.051684
2021-10-28,0.021739,0.051665
2021-10-29,0.0,0.051649
2021-10-30,0.0,0.051627
2021-10-31,0.0,0.051609
2021-11-01,0.0,0.051593
2021-11-02,0.0,0.05158
2021-11-03,0.0,0.051558
2021-11-04,0.0,0.051552
2021-11-05,0.0,0.051533
2021-11-06,0.0,0.051527
2021-11-07,0.0,0.051514
2021-11-08,0.0,0.051505
2021-11-09,0.0,0.051486
2021-11-10,0.0,0.051471
2021-11-11,0.0,0.051442
2021-11-12,0.0,0.051411
2021-11-13,0.0,0.051399
2021-11-14,0.0,0.051374
2021-11-15,0.0,0.051346
2021-11-16,0.0,0.05134
2021-11-17,0.0,0.051324
2021-11-18,0.0,0.051315
2021-11-19,0.0,0.051284
2021-11-20,0.0,0.051271
2021-11-21,0.0,0.051243
2021-11-22,0.0,0.051234
2021-11-23,0.0,0.051212
2021-11-24,0.0,0.051197
2021-11-25,0.0,0.051166
2021-11-26,0.0,0.051129
2021-11-27,0.0,0.051092
2021-11-28,0.0,0.051061
2021-11-29,0.0,0.051036
2021-11-30,0.0,0.051021
2021-12-01,0.0,0.050996
2021-12-02,0.0,0.050944
2021-12-03,0.0,0.050911
2021-12-04,0.0,0.050877
2021-12-05,0.0,0.050865
2021-12-06,0.0,0.050834
2021-12-07,0.0,0.05077
2021-12-08,0.0,0.050755
2021-12-09,0.0,0.050703
2021-12-10,0.0,0.050655
2021-12-11,0.0,0.050625
2021-12-12,0.0,0.050606
2021-12-13,0.0,0.050591
2021-12-14,0.0,0.050561
2021-12-15,0.0,0.05054
2021-12-16,0.0,0.050504
2021-12-17,0.0,0.050459
2021-12-18,0.0,0.05042
2021-12-19,0.0,0.050402
2021-12-20,0.0,0.050369
2021-12-21,0.0,0.050339
2021-12-22,0.0,0.050297
2021-12-23,0.0,0.050258
2021-12-24,0.0,0.050199
2021-12-25,0.0,0.050145
2021-12-26,0.0,0.050074
2021-12-27,0.0,0.050027
2021-12-28,0.0,0.049971
2021-12-29,0.0,0.049929
2021-12-30,0.0,0.049859
2021-12-31,0.0,0.049739
